Name,Year,Duration,Genre,Rating,Director,Actor 1,Actor 2,Actor 3
Sazish,1959.0,108.0,Thriller,5.841621416845562,Husn Banu,Nalini Chonkar,Ranjan,Unknown
Scam,2019.0,110.0,Crime,5.841621416845562,Manish Gupta,Rohan Vinod Mehra,Vinay Pathak,Ranvir Shorey
Scary Forest,2021.0,130.0,Horror,5.841621416845562,Sanjay Abeer,Riddhii Bansal,Jayaprabhu Lingayath,Teena Ponnappa
Scavenger's Daughter,2017.0,108.0,Thriller,5.841621416845562,Ritesh Menon,Seema Adhikari,Parvin Dabas,Yusuf Hussain
Scholarship,2019.0,121.0,Drama,5.841621416845562,Raman Bharadwaj,Kalki Koechlin,Konkona Sen Sharma,Harsh Mayar
School,2004.0,121.0,Drama,6.6,Pratima V. Kulkarni,Yashodhan Bal,Ravi Behl,Siddharth Dhamija
School Chalega..!,2017.0,110.0,"Action, Comedy, Crime",5.841621416845562,Ameet Prajapati,Shubhankar Das,Svar Kamble,Satish Kaushik
School Girl,1999.0,121.0,Drama,8.0,Kishan Shah,Aparna,Raj Premi,Jyoti Rana
School Is Cool,2013.0,90.0,Animation,5.841621416845562,Rajiv Chilaka,Unknown,Unknown,Unknown
School Master,1943.0,142.0,Other,5.841621416845562,Chimanlal Luhar,Banerjee,Karan Dewan,Gope
School Master,1958.0,185.0,Other,7.0,B. Ramakrishnaiah Panthulu,B. Ramakrishnaiah Panthulu,M.V. Rajamma,Dikki Madhava Rao
School Master,1959.0,117.0,Other,5.841621416845562,B. Ramakrishnaiah Panthulu,Karan Dewan,Shakila,Saroja Devi B.
School teacher,2016.0,121.0,Drama,5.841621416845562,Laxman Yaara,Ajay Bafna,Gayatri Singh,Unknown
Scorned,2020.0,104.0,Thriller,2.5,Tanveer Hashmi,Tanveer Hashmi,Pooja Joshi,Paras Randhawa
Scotland,2019.0,120.0,Crime,5.3,Manish Vatssalya,Adam Saini,Khushboo Purohit,Chetan Pandit
Scout Camp,1959.0,121.0,Drama,5.841621416845562,Kidar Nath Sharma,Ashok Dubey,Ratan Gaurang,Ashok Sharma
Scream of the Ants,2006.0,85.0,"Adventure, Drama",6.0,Mohsen Makhmalbaf,Mamhoud Chokrollahi,Mahnour Shadzi,Karl Maass
Screwdriver,2019.0,108.0,Thriller,5.841621416845562,Raman Bharadwaj,Tisca Chopra,Gulshan Grover,Rajeev Khandelwal
Scribbles on Akka,2000.0,60.0,Drama,5.841621416845562,Dutta Madhusree,Seema Biswas,Sabitri Heisnam,Harish Khanna
Sea of Lost Time,2019.0,45.0,Fantasy,5.841621416845562,Gurvinder Singh,Unknown,Unknown,Unknown
Searching for Sheela,2021.0,58.0,"Documentary, Biography, Crime",4.1,Shakun Batra,Ma Anand Sheela,Shoma Chaudhury,Anurag Chauhan
Seasons Greeting,2019.0,47.0,Drama,6.5,Ram Kamal Mukherjee,Lillete Dubey,Shree Ghatak,Celina Jaitly
Second Hand Husband,2015.0,105.0,"Comedy, Romance",3.8,Smeep Kang,Dharmendra,Sanjay Mishra,Vijay Raaz
Second Innings,2019.0,124.0,Comedy,5.841621416845562,Abhishek Jain,Rajkummar Rao,Kriti Sanon,Paresh Rawal
Second Marriage Dot Com,2012.0,130.0,Drama,7.5,Gaurav Panjwani,Subhash Ahuja,Syna Anand,Raman Atre
Secret,2019.0,126.0,"Romance, Thriller",5.841621416845562,Ram Gopal Varma,Tisca Chopra,Meera Chopra,Kainaat Arora
Secret Agent Raja,1991.0,133.0,Action,5.841621416845562,K. Raghavendra Rao,Chiranjeevi,Raza Murad,Radha
Secret Attack,2020.0,121.0,Drama,8.6,Hemendra Kumar Singh,Perthvi Jutsi,Brijendra Kala,Ashutosh Kaushik
Secret Honeymoon,2000.0,95.0,Thriller,5.841621416845562,Ratnakar,Sonam,Usman,Unknown
Secret of Selfie,2019.0,120.0,"Horror, Mystery, Thriller",5.841621416845562,Maahi Khan,Ankit Sain,Yogi Raj,Vinayak Handa
Secret Pocketmaar,2021.0,150.0,"Action, Comedy, Drama",5.841621416845562,Akhilesh Kumar Upadhyay,Ayush Kumar Upadhyay,Manoj Bakshi,Mushtaq Khan
Secret Superstar,2017.0,150.0,"Drama, Music",7.8,Advait Chandan,Zaira Wasim,Meher Vij,Raj Arjun
Secret the Unfold,2020.0,109.0,Horror,5.841621416845562,Prince Khan,Amit Kumar,Laughy Paul,Karishma Shetty
Secretary,1938.0,142.0,Other,5.841621416845562,Chaturbhuj Doshi,Noor Mohammad Charlie,Trilok Kapoor,Unknown
Secrets and Lies,2007.0,78.0,Documentary,5.841621416845562,Stavros Stagos,Alexandros Logothetis,Unknown,Unknown
Secrets of love (SOL),2021.0,137.0,Biography,5.841621416845562,Ritesh s Kumar,Ravi Kishan,Vivek Mishra,Siddhant Pandey
Secrets of Sinauli,2021.0,56.0,"Documentary, History",9.3,Raghav Jairath,Manoj Bajpayee,R.S. Bhist,K.N. Dixit
Secrets of the Seven Sounds,2008.0,76.5,"Animation, Adventure, Fantasy",3.8,Rajiv Maikhuri,Parvin Dabas,Gaurav Kapoor,Koel Purie
Section 375,2019.0,124.0,"Crime, Drama, Mystery",8.1,Ajay Bahl,Akshaye Khanna,Richa Chadha,Rahul Bhatt
Section 84,2019.0,110.0,Crime,5.841621416845562,Raj Kumar Gupta,Unknown,Unknown,Unknown
See You in Court,2019.0,142.0,Other,5.841621416845562,Sachin Kaushik,Dinesh Sudarshan Soi,Samir Soni,Preeti Jhangiani
See You in Hell,2021.0,108.0,Thriller,5.841621416845562,Rahul Chakraborty,Unknown,Unknown,Unknown
Seeking Happily Ever After,2018.0,104.0,"Drama, Romance",6.8,Harish Vyas,Shivani Raghuvanshi,Anshuman Jha,Ekavali Khanna
Seeking Love,2008.0,130.0,Romance,5.841621416845562,Vishwa Naidu,Unknown,Unknown,Unknown
Seeking True Love,2017.0,116.0,"Comedy, Romance",7.5,Ashwiny Iyer Tiwari,Ayushmann Khurrana,Kriti Sanon,Rajkummar Rao
Seelavathi,2018.0,142.0,Other,5.841621416845562,Sai Raam Dasari,Unknown,Unknown,Unknown
Seema,1971.0,134.0,"Drama, Family",6.0,Surendra Mohan,Rakesh Roshan,Kabir Bedi,Simi Garewal
Seema,1971.0,124.0,"Crime, Drama, Mystery",5.841621416845562,Suraj Prakash,Rajesh Khanna,Meena Kumari,Unknown
Seema,1955.0,140.0,Drama,6.8,Amiya Chakrabarty,Nutan,Balraj Sahni,Sunder
Seepeeyan,1984.0,121.0,Drama,6.8,Akash Jain,Om Puri,Ranjeet,Debashree Roy
Seeta,1934.0,142.0,Other,6.4,Debaki Bose,Mukhtar Begum,Dhiraj Bhattacharya,Gul Hamid
Seeta Aur Geeta,1972.0,162.0,"Adventure, Comedy, Drama",6.8,Ramesh Sippy,Dharmendra,Sanjeev Kumar,Hema Malini
Seeta Salma Suzy,1992.0,133.0,Action,5.841621416845562,Qamar Narvi,S.D. Banerjee,Rita Bhaduri,Sudha Chandran
Seeta Sawayamwar,1948.0,142.0,Other,5.841621416845562,A.R. Sheikh,Anant Marathe,Baby Shakuntala,Durga Khote
Seeta Swayamvar,1933.0,142.0,Other,5.841621416845562,H.M. Reddy,Unknown,Unknown,Unknown
Seetaram Radheshyam,1973.0,142.0,Other,5.841621416845562,Himmat Dave,Anita,Bharat Bhushan,Jeevan
Seetharamula Kalyanam Lankalo,2010.0,142.0,"Action, Comedy, Drama",4.4,Y. Eshwara Reddy,Hansika Motwani,Nithiin,Ali
Seevalaperi Pandi,1994.0,114.0,"Action, Thriller",6.8,Prathap Pothen,Ahana,Napolean,R.P. Vishwam
Sehar,2005.0,125.0,"Action, Crime, Drama",7.7,Kabeer Kaushik,Arshad Warsi,Pankaj Kapur,Mahima Chaudhry
Sehme Huye Sitaare,1994.0,121.0,Drama,5.841621416845562,Kidar Nath Sharma,Ramesh Bhatkar,Bindu,Hercules
Sehra,1963.0,137.0,"Drama, Romance",6.0,Shantaram Rajaram Vankudre,Sandhya,Lalita Pawar,Prashanth
Sej Piya Ki,1985.0,121.0,Drama,5.841621416845562,Sudhir Dalvi,Ashwini Khosla,Neelam Mehra,Paintal
Selima,1935.0,142.0,Other,5.841621416845562,Modhu Bose,Gul Hamid,Indubala,Madhvi
Senani Sane Guruji,1995.0,121.0,Drama,5.841621416845562,Ramesh Deo,Yashwant Dutt,Meghna Erande,Alka Kubal
Senapati,1961.0,142.0,Other,5.841621416845562,Kedar Kapoor,Amarnath,Helen,Nalini Jaywant
Senapati,2007.0,143.0,"Action, Drama",5.841621416845562,Dinesh Chaudhary,Neelam Choudhary,Kavita Joshi,Uttar Kumar
Sengottai,1996.0,150.0,Action,6.9,C.V. Sasikumar,Rajan Deo,Rajan P. Dev,Meena
Serious Men,2020.0,114.0,"Comedy, Drama",6.8,Sudhir Mishra,Sachin Krishn,Nawazuddin Siddiqui,Nassar
Service Ltd.,1939.0,142.0,Other,5.841621416845562,Bhudo Advani,Unknown,Unknown,Unknown
Setters,2019.0,126.0,Thriller,5.3,Ashwini Chaudhary,Shreyas Talpade,Aftab Shivdasani,Sonnalli Seygall
Setu,1987.0,76.0,Documentary,5.841621416845562,Bhimsain,Unknown,Unknown,Unknown
Setu Bandhan,1932.0,121.0,Drama,5.841621416845562,Dhundiraj Govind Phalke,Baburao,Udit Singh,Harban
Seva Samaj,1939.0,145.0,Other,5.841621416845562,Chimanlal Luhar,Maya Banerjee,Surendra,Bibbo
Seven Nights,1999.0,109.0,Horror,5.841621416845562,Geeta,Jyoti,Raja,Ravi
Seventh,2019.0,108.0,Thriller,5.841621416845562,Sam Khan,Lallit,Sumit,Unknown
Sewa,1942.0,142.0,Other,5.841621416845562,Dhirubhai Desai,Shantakumari,Unknown,Unknown
Sewak,1975.0,121.0,Drama,6.7,S.M. Abbas,Vinod Khanna,Neetu Singh,Ranjeet
Sha Na Na,2002.0,53.0,"Music, Romance",5.841621416845562,Neha Dhupia,Palash Sen,Unknown,Unknown
Shaabash! You Can Do It,2009.0,133.0,Action,5.841621416845562,Shankar Mondal,Hitesh Aggarwal,Sudesh Berry,Mansi Dovhal
Shaadi,1941.0,142.0,Other,5.841621416845562,Jayant Desai,Madhuri,Motilal,Khurshid Begum
Shaadi,1962.0,150.0,"Action, Comedy, Drama",7.2,R. Krishnan,S. Panju,Balraj Sahni,Saira Banu
Shaadi Abhi Baaki Hai,2017.0,127.0,Drama,5.2,Mansi Dovhal,Amit Bhaskar,Prem Chopra,Sonika Chopra
Shaadi Aur Barbadi,1991.0,124.0,Comedy,5.841621416845562,Abhilasha,Unknown,Unknown,Unknown
Shaadi Express,2017.0,112.0,Comedy,5.841621416845562,Sanjay Punjabi,Unknown,Unknown,Unknown
Shaadi Ka Laddoo,2004.0,124.0,Comedy,5.1,Raj Kaushal,Sanjay Suri,Mandira Bedi,Aashish Chaudhary
Shaadi Kar Lo,1978.0,124.0,Comedy,5.841621416845562,Unknown,Unknown,Unknown,Unknown
Shaadi Karke Phas Gaya Yaar,2006.0,152.0,"Comedy, Drama, Romance",4.1,K.S. Adiyaman,Salman Khan,Shilpa Shetty Kundra,Reema Lagoo
Shaadi Ke Baad,1972.0,134.0,Comedy,5.1,L.V. Prasad,Jeetendra,Rakhee Gulzar,Shatrughan Sinha
Shaadi ke patasey,2019.0,90.0,Drama,6.9,Shahid Kazmi,Arjun Manhas,Tariq Imtyaz,Mushtaq Ali
Shaadi Ke Sapne,1992.0,121.0,Drama,5.841621416845562,Unknown,Unknown,Unknown,Unknown
Shaadi Ke Side Effects,2014.0,145.0,"Comedy, Romance",5.6,Saket Chaudhary,Farhan Akhtar,Vidya Balan,Vir Das
Shaadi Mein Zaroor Aana,2017.0,137.0,"Drama, Romance",7.6,Ratnaa Sinha,Rajkummar Rao,Kriti Kharbanda,K.K. Raina
Shaadi No. 1,2005.0,129.0,Comedy,3.5,David Dhawan,Fardeen Khan,Zayed Khan,Sharman Joshi
Shaadi Se Pahle Tabahi,1992.0,121.0,Drama,5.841621416845562,Pratap Chandra,VKR Rashi,Sharmilee,Raj Tilak
Shaadi Se Pehle,2006.0,122.0,"Comedy, Musical, Romance",4.1,Satish Kaushik,Akshaye Khanna,Ayesha Takia,Mallika Sherawat
Shaadi Se Pehle Aur Shaadi Ke Baad,1989.0,87.0,Drama,5.841621416845562,Kommineni,Kommineni,Unknown,Unknown
Shaadi Teri Bajayenge Hum Band,2018.0,140.0,Comedy,4.9,Gurpreet Sondh,Rahul Bagga,Radha Bhatt,Shrashti Maheshwari
Shaadisthan,2021.0,94.0,"Drama, Musical",6.0,Raj Singh Chaudhary,Nivedita Bhattacharya,Sanjay Dadhich,Kirti Kulhari
Shaam Hi To Hai,1993.0,130.0,Romance,5.841621416845562,Unknown,Unknown,Unknown,Unknown
Shaan,1980.0,181.0,"Action, Adventure, Crime",7.1,Ramesh Sippy,Sunil Dutt,Shashi Kapoor,Amitabh Bachchan
Shaan,1950.0,181.0,"Drama, Family",5.841621416845562,Jayant Desai,Rehman,Suraiya,Amar
Shaan,2017.0,64.0,"Comedy, Drama, Family",5.841621416845562,Dinesh Chaudhary,Santosh Jangra,Rajender Kashyap,Sonal Khatri
Shaan E Elaahi,1995.0,121.0,Drama,5.841621416845562,Liayaqatullah,Brahmachari,Mac Mohan,Ricky Oberoi
Shaandaar,2015.0,144.0,"Comedy, Drama, Romance",3.5,Vikas Bahl,Shahid Kapoor,Alia Bhatt,Pankaj Kapur
Shaan-e-Hind,1936.0,142.0,Other,5.841621416845562,R.S. Choudhury,Dinshaw Bilimoria,Ruby Mayer,Unknown
Shaap,2021.0,76.0,Documentary,5.841621416845562,Maria Sigrist,Satindar Singh Bedi,Unknown,Unknown
Shaapit: The Cursed,2010.0,145.0,"Adventure, Horror, Romance",5.4,Vikram Bhatt,Aditya Narayan,Shweta Agarwal,Shubh Joshi
Shaatiron Ka Shaatir Girgit,2018.0,111.0,Action,5.841621416845562,Shravan Shugan,Unknown,Unknown,Unknown
Shaayad,1979.0,121.0,Drama,5.3,Madan Bawaria,Vijayendra Ghatge,Neeta Mehta,Naseeruddin Shah
Shabaash Mithu,2021.0,137.0,Biography,5.841621416845562,Rahul Dholakia,Taapsee Pannu,Unknown,Unknown
Shabab,1954.0,137.0,"Drama, Romance",5.5,M. Sadiq,Bharat Bhushan,Nutan,Shyam Kumar
Shabd,2005.0,140.0,"Drama, Thriller",5.1,Leena Yadav,Sanjay Dutt,Aishwarya Rai Bachchan,Zayed Khan
Shabhash Daddy,1979.0,131.0,"Comedy, Romance",5.841621416845562,Kishore Kumar,Yogeeta Bali,S.N. Banerjee,Sulochana Chatterjee
Shabistan,1951.0,134.0,"Drama, Family",5.841621416845562,Bibhuti Mitra,Shyam,Naseem Banu,Murad
Shabnam,1949.0,154.0,"Drama, Family, Romance",6.6,Bibhuti Mitra,Dilip Kumar,Shyama,Cuckoo
Shabnam,1964.0,145.0,"Action, Adventure, Comedy",5.4,Aspi Irani,Mehmood,L. Vijayalakshmi,Sheikh Mukhtar
Shabnam,1993.0,134.0,Romance,5.841621416845562,Raman Kumar,Mohnish Bahl,Rakesh Bedi,Birbal
Shabnam Bani Shola,2001.0,103.0,Action,5.841621416845562,Sunny Kapoor,Shyam Chadda,Mohan Joshi,Satnam Kaur
Shabnam Mausi,2005.0,150.0,"Action, Biography, Drama",6.2,Yogesh Bharadwaj,Ashutosh Rana,Sujeet Chaubey,Rashami Desai
Shabnam Sharab Ban Gayee,1990.0,108.0,Thriller,5.841621416845562,Unknown,Unknown,Unknown,Unknown
Shabri,2011.0,98.0,"Action, Crime, Drama",5.6,Lalit Marathe,Isha Koppikar,Raj Arjun,Manish Wadhwa
Shackle,2015.0,99.0,Drama,7.4,Dedipya Joshii,Tanima Bhattacharya,Chetan Sharma,Harish Hariaudh
Shades of Life,2020.0,137.0,"Drama, Romance",5.841621416845562,Sachin Kumar Srivastava,Jitendra Barsiwal,Ibra Khan,Ashish Kumar
Shadi Ki Raat,1935.0,109.0,Horror,5.1,Mohan Dayaram Bhavnani,Nargis,S.B. Nayampalli,Fatty Prasad
Shadi Ki Raat,1950.0,121.0,Drama,5.841621416845562,Yeshwant Pethkar,Arun,Geeta Bali,Laxmikant Shantaram Kudalkar
Shadi Se Pahale,1947.0,142.0,Other,5.841621416845562,Datta Dharmadhikari,Raja Nene,Unknown,Unknown
Shadi Se Pahale,1980.0,121.0,Drama,5.841621416845562,Karunesh Thakur,Rajesh Khanna,Dheeraj Kumar,Rajendranath Malhotra
Shadi Shadi,1982.0,90.0,Animation,5.841621416845562,Bhimsain,Unknown,Unknown,Unknown
Shadow,2009.0,142.0,"Action, Crime, Drama",4.9,Rohit Krishnakant Nayyar,Samir Aftab,Shruti Agarwal,Hrishitaa Bhatt
Shadyantra,1990.0,142.0,"Action, Crime, Drama",5.3,Rajan Johri,Hema Malini,Raja Bundela,Pankaj Kapur
Shagird,1967.0,157.0,"Comedy, Musical, Romance",7.0,Samir Ganguly,Joy Mukherjee,Saira Banu,I.S. Johar
Shagird,2011.0,143.0,"Action, Crime, Drama",7.1,Tigmanshu Dhulia,Nana Patekar,Mohit Ahlawat,Rimi Sen
Shagufa,1953.0,142.0,Other,5.841621416845562,Harnam Singh Rawail,Rajendranath Malhotra,Prem Nath,Bina Rai
Shagun,1989.0,121.0,Drama,5.841621416845562,Meraj,Tom Alter,Sadashiv Amrapurkar,Raj Kiran
Shah Behram,1935.0,142.0,Other,5.841621416845562,Jagatrai Pesumal Advani,Sardar Akhtar,Nissar,Unknown
Shah Behram,1955.0,137.0,Fantasy,5.841621416845562,Helen,Hiralal,Shanti Madhok,Mahipal
Shahar Se Door,1972.0,121.0,Drama,5.841621416845562,Subhash Ghai,Heena Kausar,Nadira,Neena
Shahazada,1995.0,133.0,Action,5.841621416845562,Sarath Kumar,Vineetha,Unknown,Unknown
Shahe Iran,1934.0,142.0,Other,6.0,Maruti Rao,Unknown,Unknown,Unknown
Shaheed,1948.0,164.0,"Drama, Romance",7.2,Ramesh Saigal,Dilip Kumar,Kamini Kaushal,Chandra Mohan
Shaheed,1965.0,150.0,"Biography, Drama, History",7.9,S. Ram Sharma,Kamini Kaushal,Nirupa Roy,Anand Kumar
Shaheed Bhagat Singh,1963.0,112.5,"Biography, History",6.8,Shammi Kapoor,Prem Nath,Achala Sachdev,D.K. Sapru
Shaheed Chandrashekhar Azaad,2020.0,147.0,History,5.841621416845562,Rajesh Mittal,Devdutt Budholiya,Anil Dhawan,Arun Mathur
Shaheed- E- Aazam,2018.0,137.0,Biography,6.1,Arun K. Pathak,Sibu Giri,Prashant Kumar,Rahul Pathak
Shaheed E Kargil,2001.0,133.0,Action,5.841621416845562,Dilip Gulati,Shehzad Khan,Kiran Kumar,Pramod Moutho
Shaheed-E-Azad Bhagat Singh,1954.0,142.0,Other,7.5,Prem Adib,Smriti Biswas,Cuckoo,Paidi Jairaj
Shaheed-E-Azam,2002.0,173.0,"Biography, Drama, History",6.8,Sukumar Nair,Sonu Sood,Manav Vij,Binnu Dhillon
Shaheed-E-Mohabbat,1936.0,142.0,Other,5.841621416845562,Homi Bode,Mumtaz,Unknown,Unknown
Shaheen,1984.0,130.0,Romance,5.841621416845562,Khalid Al Siddiq,Carlo Cartier,Anu Dhawan,Eghra
Shaheen Baghi,2020.0,92.0,Drama,5.841621416845562,Mustajab Malik,Rais Amrohi,Ashok,Girdhar Kumar Baghel
Shah-E-Misar,1946.0,121.0,Drama,5.841621416845562,Ajit,Geeta Bose,Meghmala,Unknown
Shahenshah,1988.0,175.0,"Action, Adventure",6.3,Tinnu Anand,Amitabh Bachchan,Meenakshi Sheshadri,Rohini Hattangadi
Shahenshah,1953.0,123.0,Action,4.6,Amiya Chakrabarty,Ranjan,Shakila,K.N. Singh
Shahenshah Akbar,1943.0,142.0,Other,5.841621416845562,G.R. Sethi,Kumar,Vanamala,Husn Banu
Shahenshah Babar,1944.0,142.0,Other,5.841621416845562,Wajahat Mirza,Khurshid Begum,Sushil Kumar,Sheikh Mukhtar
Shaher,2017.0,86.0,Drama,5.841621416845562,Rajiv Mudgal,Mohit Tripathi,Lakshya Goel,Praveen Nithariya
Shaher Ka Jadoo,1934.0,136.0,Other,5.841621416845562,Kali Prasad Ghosh,Sabita Devi,M. Kumar,Motilal
Shahi Bazar,1957.0,121.0,Drama,5.841621416845562,Chitra,Helen,Mahipal,D.K. Sapru
Shahi Chor,1955.0,133.0,Action,5.841621416845562,Naseem Siddiki,Chand Burke,Daljeet,Hiralal
Shahi Farman,1961.0,133.0,Action,5.841621416845562,K. Anand,Kamran,Krishna Kumari,Uma Dutt
Shahi Khazana,1946.0,142.0,Other,5.841621416845562,S. Usman,Sardar Mansur,Madhurika Devi,Violet Cooper
Shahi Lakkadhara,1934.0,142.0,Other,5.841621416845562,Tara,Zohra,Unknown,Unknown
Shahi Lutera,1976.0,142.0,Other,5.841621416845562,Mohammed Hussain,Rajan Haksar,Jagdeep,Heena Kausar
Shahi Lutera,1935.0,142.0,Other,5.841621416845562,Sunita Devi,Unknown,Unknown,Unknown
Shahi Lutera,1965.0,133.0,Action,5.841621416845562,Aakkoo,Chitra,Azaad Irani,Indira
Shahi Mehmaan,1955.0,142.0,Other,5.841621416845562,Balwant Bhatt,Ranjan,Shammi,Shyama
Shahi Raqasa,1965.0,127.5,"Action, Fantasy",5.841621416845562,B.J. Patel,Padma Chavan,Chitra,Parveen Choudhary
Shahid,2012.0,129.0,"Biography, Drama",8.2,Hansal Mehta,Rajkummar Rao,Prabhleen Sandhu,Mohd. Zeeshan Ayyub
Shahjehan,1946.0,121.0,"Drama, History, Romance",6.9,Abdul Rashid Kardar,K.L. Saigal,Ragini,Rehman
Shahji ki Advice,2006.0,73.0,Comedy,7.4,Jaspal Bhatti,Rakesh Bedi,Jaspal Bhatti,Shail Chaturvedi
Shahkar,1947.0,142.0,Other,5.841621416845562,Bhudo Advani,Shobhna Samarth,Unknown,Unknown
Shahnaz,1948.0,121.0,Drama,5.841621416845562,Sheikh,Begum Para,Altaf,Nihal Tuma
Shahrukh Banna Aasan Nahi,2018.0,121.0,Drama,5.841621416845562,Kabir Virk,Raju Rahikwar,Unknown,Unknown
Shahrukh Bola 'Khoobsurat Hai Tu'... And She Believed in It,2010.0,89.0,"Comedy, Drama",5.0,Makrand Deshpande,Suzanne Bernert,Nagesh Bhonsle,Pritika Chawla
Shahzaadi,1957.0,121.0,Drama,5.841621416845562,Unknown,Unknown,Unknown,Unknown
Shahzada,1955.0,121.0,Drama,5.841621416845562,Mohan Sinha,Ajit,Sheila Ramani,Krishna Kumari
Shahzada Ali,2020.0,121.0,Drama,5.841621416845562,Akbar Quadri,Azam Quadri,Nidhi Bisht,Zeishan Quadri
Shahzadi,1941.0,142.0,Other,5.841621416845562,Jagatrai Pesumal Advani,Trilok Kapoor,Unknown,Unknown
Shahzadi Mumtaz,1977.0,121.0,Drama,5.841621416845562,Asokan,Shakuntala,Unknown,Unknown
Shair,1949.0,138.0,Romance,7.1,Chawla,Suraiya,Dev Anand,Kamini Kaushal
Shaitaan,1974.0,121.0,"Action, Crime, Drama",5.4,Feroz Chinoy,Shatrughan Sinha,Sharmila Tagore,Anil Dhawan
Shaitaan: A Vision of Madness,2018.0,65.0,Thriller,5.841621416845562,Nishaant Singh Bhinder,Aaryaman Pratap Kushwaha,Divjot Singh Jattana,Aryan Sharma
Shaitan,2011.0,121.0,"Action, Crime, Drama",7.2,Bejoy Nambiar,Kalki Koechlin,Shiv Panditt,Gulshan Devaiah
Shaitan Ka Bachcha,2019.0,141.0,"Action, Comedy",5.841621416845562,Karthik G. Krish,Siddharth,Raashi Khanna,Vamsi Krishna
Shaitan Ka Pash,1936.0,142.0,Other,5.841621416845562,Ezra Mir,Jehanara Kajjan,Unknown,Unknown
Shaitan Khopdi,1999.0,106.0,Horror,5.841621416845562,Devraj,Kumar,Vineeta,Unknown
Shaitan Mantrik,2002.0,89.0,Horror,5.841621416845562,Shiv Kumar,Anjali,Bharat,Hemant
Shaitan Mujrim,1979.0,132.0,"Adventure, Crime, Horror",6.2,Nazar Khan,Rakesh Khanna,Jyoti Matwankar,Dev Kumar
Shaitan Tantrik,1999.0,90.0,"Drama, Fantasy, Horror",5.841621416845562,Wajid Sheikh,Rana Jung Bahadur,Shiva Rindani,Anil Nagrath
Shaitani Atma,1998.0,109.0,Horror,3.2,Harinam Singh,Sonia Thakur,Shweta Phule,Ghanshyam
Shaitani Badla,1993.0,109.0,Horror,5.841621416845562,Harinam Singh,Harinam Singh,Sonia Thakur,Rajesh Vivek
Shaitani Darinda,1999.0,109.0,Horror,5.841621416845562,Harinam Singh,Ghanshyam,Priya,Sanjeev
Shaitani Dracula,2006.0,79.0,Horror,4.3,Harinam Singh,Birbal,Ramesh Goyal,Manmauji
Shaitani Ilaaka,1990.0,128.0,Horror,4.8,Kiran Ramsay,Sunil Dhawan,Shehnaz Kudia,Neelam Mehra
Shaitani Jadu Tona,2000.0,109.0,Horror,5.841621416845562,Bharat Kapoor,Anil Nagrath,Jyoti Rana,Unknown
Shaitani Khazana,1999.0,109.0,Horror,5.841621416845562,Unknown,Unknown,Unknown,Unknown
Shaitanon Ka Honeymoon,1998.0,109.0,Horror,5.841621416845562,Dolly Minhas,Charan Raj,Unknown,Unknown
Shakaal,1994.0,133.0,Action,5.4,Senthilnathan,Deepika Chikhalia,Kanaka,Rajinikanth
Shakal Pe Mat Ja,2011.0,140.0,"Comedy, Crime, Drama",4.9,Shubh Mukherjee,Shubh Mukherjee,Pratik Katare,Harsh Parekh
Shakalaka Boom Boom,2007.0,129.0,"Drama, Musical, Romance",2.3,Suneel Darshan,Bobby Deol,Upen Patel,Celina Jaitly
Shake Hands,1947.0,142.0,Other,5.841621416845562,Master Bhagwan,Unknown,Unknown,Unknown
Shakeela,2020.0,126.0,"Biography, Drama",3.2,Indrajit Lankesh,Pankaj Tripathi,Richa Chadha,Rajeev Pillai
Shakespeare-Wallah,1965.0,120.0,"Drama, Romance",6.8,James Ivory,Shashi Kapoor,Felicity Kendal,Geoffrey Kendal
Shakka,1981.0,133.0,Action,5.4,Shyam Ralhan,Jeetendra,Simple Kapadia,Zaheera
Shakthi: The Power,2002.0,170.0,"Action, Drama",6.0,Krishna Vamsi,Karisma Kapoor,Nana Patekar,Sanjay Kapoor
Shakti,1982.0,166.0,"Action, Crime, Drama",7.7,Ramesh Sippy,Dilip Kumar,Amitabh Bachchan,Rakhee Gulzar
Shakti,1948.0,142.0,Other,5.841621416845562,S.I. Hassan,Karan Dewan,Suraiya,Sophia
Shakti aur Saitaan,1999.0,109.0,Horror,5.841621416845562,Unknown,Unknown,Unknown,Unknown
Shakti Leelai,1972.0,163.0,Fantasy,5.841621416845562,Ramanna,Gemini Ganesan,Saroja Devi B.,Jayalalitha J
Shaktiman,1993.0,155.0,"Action, Drama, Romance",2.6,K.C. Bokadia,Ajay Devgn,Karisma Kapoor,Mukesh Khanna
Shakuntala,1931.0,142.0,Other,5.841621416845562,Mohan Dayaram Bhavnani,Khurshid Begum,Nawab,Nissar
Shakuntala,1931.0,142.0,Other,5.841621416845562,J.J. Madan,Unknown,Unknown,Unknown
Shakuntala,1932.0,142.0,Other,5.841621416845562,Jehanara Kajjan,Kapoor,Ashraf Khan,Zebunissa
Shakuntala,1947.0,76.0,Drama,6.7,Shantaram Rajaram Vankudre,Kumar Ganesh,Jayashree,Chandra Mohan
Shakuntala Devi,2020.0,127.0,"Biography, Drama",6.1,Anu Menon,Vidya Balan,Adi Chugh,Sanya Malhotra
Shalimar,1978.0,137.0,"Action, Adventure, Crime",6.3,Krishna Shah,Dharmendra,Zeenat Aman,Rex Harrison
Shalimar,1946.0,142.0,Other,5.841621416845562,Roop K. Shorey,Chandra Mohan,Begum Para,Hari Shivdasani
